swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
140,Z,H,0.2050,0.0031,0.0007,0.0004,0.0025,0.1616,0.4742,0.2403,0.0365,0.1611,0.0011,0.0524,0.0002,1.0812,1.3482,7412.471
141,H,Z,0.1410,0.0028,0.0006,0.0002,0.0014,0.0968,0.0445,0.1312,0.0452,0.0614,0.0054,0.0693,0.0002,0.3850,0.6076,7463.123
142,Z,H,0.2465,0.0027,0.0009,0.0003,0.0024,0.1856,0.4428,0.3024,0.0498,0.1048,0.0216,0.0411,0.0003,1.0954,1.4127,7514.583
143,H,Z,0.2116,0.0044,0.0010,0.0005,0.0026,0.1599,0.0526,0.1970,0.1031,0.0740,0.0220,0.0653,0.0002,0.5940,0.9038,7565.534
144,Z,H,0.2081,0.0031,0.0010,0.0005,0.0028,0.1733,0.3724,0.2530,0.0369,0.1071,0.0085,0.0530,0.0003,0.9506,1.2292,7616.805
145,H,Z,0.1675,0.0024,0.0008,0.0002,0.0013,0.0945,0.0397,0.0969,0.0485,0.0503,0.0093,0.0570,0.0006,0.3357,0.5760,7667.415
146,Z,H,0.2010,0.0034,0.0007,0.0002,0.0025,0.1519,0.4268,0.2464,0.0360,0.1207,0.0058,0.0480,0.0002,0.9915,1.2547,7718.700
147,H,Z,0.2154,0.0043,0.0011,0.0005,0.0029,0.1463,0.0522,0.1971,0.1070,0.0548,0.0015,0.0646,0.0005,0.5649,0.8577,7769.630
148,Z,H,0.3311,0.0045,0.0011,0.0004,0.0040,0.2380,0.7329,0.5455,0.0874,0.1210,0.0011,0.0547,0.0004,1.7360,2.1355,7821.808
149,H,Z,0.1542,0.0030,0.0009,0.0004,0.0015,0.0959,0.0427,0.1110,0.0459,0.0502,0.0009,0.0549,0.0002,0.3515,0.5689,7872.404
150,Z,H,0.2556,0.0022,0.0008,0.0002,0.0029,0.2012,0.5489,0.2655,0.0482,0.1041,0.0057,0.0498,0.0002,1.1765,1.4953,7923.933
151,H,Z,0.2090,0.0045,0.0012,0.0003,0.0030,0.1473,0.0529,0.1979,0.1034,0.0594,0.0016,0.0669,0.0003,0.5691,0.8585,7974.834
