swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
95,H,Z,0.1187,0.0031,0.0008,0.0005,0.0021,0.0732,0.0349,0.1151,0.0455,0.0432,0.0127,0.0450,0.0002,0.3164,0.5007,5065.129
96,Z,H,0.1811,0.0028,0.0008,0.0004,0.0040,0.1167,0.5138,0.2798,0.0474,0.0863,0.0015,0.0382,0.0002,1.0508,1.2811,5116.443
97,H,Z,0.0906,0.0019,0.0006,0.0003,0.0013,0.0545,0.0275,0.0762,0.0250,0.0493,0.0082,0.0483,0.0002,0.2366,0.3891,5166.858
98,Z,H,0.1230,0.0019,0.0007,0.0003,0.0020,0.0967,0.2151,0.1583,0.0241,0.0685,0.0015,0.0338,0.0002,0.5719,0.7366,5217.617
99,H,Z,0.0873,0.0017,0.0006,0.0003,0.0012,0.0513,0.0243,0.0648,0.0222,0.0375,0.0105,0.0283,0.0001,0.2026,0.3336,5267.977
100,Z,H,0.1610,0.0022,0.0008,0.0003,0.0019,0.1129,0.2651,0.3230,0.0436,0.0752,0.0036,0.0360,0.0002,0.8257,1.0329,5319.042
101,H,Z,0.1496,0.0023,0.0006,0.0003,0.0014,0.0771,0.0279,0.0675,0.0240,0.0423,0.0136,0.0323,0.0001,0.2424,0.4436,5369.506
102,Z,H,0.1200,0.0016,0.0005,0.0002,0.0015,0.0836,0.2073,0.1565,0.0260,0.0753,0.0004,0.0283,0.0001,0.5536,0.7072,5420.238
103,H,Z,0.0968,0.0020,0.0008,0.0002,0.0010,0.0543,0.0256,0.0697,0.0219,0.0398,0.0011,0.0460,0.0002,0.2146,0.3638,5470.625
104,Z,H,0.1535,0.0018,0.0006,0.0001,0.0015,0.1117,0.2879,0.2160,0.0299,0.0829,0.0004,0.0331,0.0001,0.7335,0.9259,5521.570
105,H,Z,0.0805,0.0018,0.0006,0.0002,0.0012,0.0513,0.0239,0.0608,0.0207,0.0335,0.0112,0.0298,0.0001,0.1935,0.3198,5571.908
106,Z,H,0.1439,0.0016,0.0004,0.0003,0.0021,0.0934,0.2067,0.1492,0.0211,0.0582,0.0003,0.0242,0.0001,0.5330,0.7067,5622.638
107,H,Z,0.0813,0.0018,0.0006,0.0002,0.0011,0.0486,0.0235,0.0592,0.0208,0.0281,0.0033,0.0300,0.0001,0.1831,0.3032,5672.960
108,Z,H,0.1126,0.0047,0.0009,0.0002,0.0016,0.0807,0.2287,0.1487,0.0206,0.0615,0.0005,0.0326,0.0001,0.5451,0.6992,5723.680
109,H,Z,0.0855,0.0019,0.0006,0.0003,0.0012,0.0510,0.0249,0.0638,0.0211,0.0392,0.0130,0.0296,0.0000,0.2029,0.3360,5774.038
110,Z,H,0.1462,0.0022,0.0007,0.0002,0.0028,0.1067,0.4150,0.2520,0.0413,0.0699,0.0004,0.0213,0.0001,0.8890,1.0641,5825.121
111,H,Z,0.1089,0.0025,0.0006,0.0010,0.0017,0.0688,0.0296,0.0980,0.0413,0.0354,0.0028,0.0340,0.0001,0.2771,0.4301,5875.574
112,Z,H,0.1565,0.0019,0.0009,0.0003,0.0016,0.1142,0.2676,0.1662,0.0219,0.0544,0.0037,0.0270,0.0000,0.6287,0.8219,5926.420
113,H,Z,0.1048,0.0023,0.0008,0.0003,0.0017,0.0731,0.0297,0.1013,0.0441,0.0381,0.0005,0.0251,0.0001,0.2898,0.4265,5976.877
114,Z,H,0.1161,0.0017,0.0006,0.0001,0.0015,0.0812,0.2116,0.1649,0.0288,0.0695,0.0005,0.0301,0.0001,0.5611,0.7128,6027.613
115,H,Z,0.0908,0.0019,0.0007,0.0003,0.0011,0.0525,0.0261,0.0656,0.0209,0.0360,0.0150,0.0273,0.0001,0.2038,0.3419,6077.982
116,Z,H,0.1228,0.0017,0.0007,0.0002,0.0016,0.0903,0.2079,0.1524,0.0244,0.0691,0.0005,0.0282,0.0001,0.5486,0.7053,6128.708
117,H,Z,0.1273,0.0029,0.0006,0.0004,0.0019,0.0702,0.0323,0.1071,0.0491,0.0483,0.0131,0.0337,0.0002,0.3102,0.4914,6179.225
118,Z,H,0.1206,0.0013,0.0007,0.0001,0.0016,0.0914,0.2182,0.1553,0.0272,0.0658,0.0005,0.0297,0.0001,0.5623,0.7176,6229.963
119,H,Z,0.1145,0.0025,0.0006,0.0002,0.0016,0.0712,0.0298,0.0999,0.0429,0.0405,0.0117,0.0294,0.0002,0.2874,0.4494,6280.433
120,Z,H,0.1417,0.0015,0.0007,0.0004,0.0018,0.0856,0.3185,0.1457,0.0238,0.0553,0.0005,0.0303,0.0001,0.6327,0.8104,6331.260
121,H,Z,0.1188,0.0032,0.0009,0.0004,0.0019,0.0737,0.0337,0.1078,0.0426,0.0364,0.0006,0.0394,0.0002,0.2980,0.4646,6381.750
122,Z,H,0.1647,0.0027,0.0006,0.0004,0.0024,0.1114,0.2839,0.2173,0.0332,0.0606,0.0031,0.0380,0.0002,0.7124,0.9254,6432.697
